activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2023,5493003EAJYUK1F8B139,99999,IL,17187,17187870200,C,FSA/RHS:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,4,1,1,2,2,2,225000.0,100.563,7.125,0.748,2,5527.13,NA,1121.36,586.36,,360,NA,NA,2,2,2,2,225000,1,1,3,5,1,NA,97,41,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,4,,,,,10,,,,2573,6.1,82300,90.46,793,1139,67
2023,5493003EAJYUK1F8B139,99999,IL,17187,17187870100,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,1,25000.0,62.0,7.0,NA,3,NA,NA,NA,NA,NA,84,NA,60,2,2,2,2,35000,2,3,1,1,1,NA,NA,NA,3,9,2,,,,,2,,,,,1,1,5,,,,,5,,,,,1,1,2,1,1,1,55-64,45-54,No,No,1,1,6,,,,,10,,,,2087,7.24,82300,114.72,830,1158,62
2023,549300EWFHPBZH38K695,99999,IL,17187,17187870100,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Joint,1,0,2,1,2,2,2,2,2,45000.0,54.05,7.875,-0.076,2,2476.5,NA,932.5,207.5,425.0,372,NA,13,2,1,2,2,305000,1,1,3,5,1,NA,151,20%-<30%,3,3,2,,,,,2,,,,,2,2,5,25,,,,5,,,,,2,2,2,1,2,2,25-34,25-34,No,No,1,1,6,,,,,10,,,,2087,7.24,82300,114.72,830,1158,62
2023,6BYL5QZYBDK8S7L73M02,99999,IL,17187,17187870400,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,4,2,2,1,2,15000.0,097.467,NA,NA,3,NA,NA,NA,NA,NA,00360,NA,00001,2,2,2,2,75000,1,1,3,5,1,NA,0000023,>60%,11,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,7,,,,,3,,,,4804,26.35,82300,95.37,1344,1724,62
2023,6BYL5QZYBDK8S7L73M02,99999,IL,17187,17187870400,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,2,2,2,1,2,15000.0,080.000,0011.400,03.580,2,NA,NA,NA,NA,NA,00360,NA,00001,2,1,2,2,75000,1,1,3,5,1,NA,0000043,44,11,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,7,,,,,10,,,,4804,26.35,82300,95.37,1344,1724,62
2023,549300AQ83ZR1PW5DB53,99999,IL,17187,17187870300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,6,2,1,1,1,2,2,2,135000.0,54.224,6.5,0.518,2,2739.0,NA,1105.0,,,180,NA,NA,2,2,2,2,255000,1,1,3,5,1,NA,108,30%-<36%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,2,,,,,10,,,,2561,6.36,82300,124.96,1000,1228,63
2023,549300MGPZBLQDIL7538,99999,IL,17187,17187870100,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,2,2,1,1,2,2,2,265000.0,92.985,7.25,1.226,2,8509.34,NA,1556.84,,,360,NA,NA,2,2,2,2,285000,1,1,3,5,1,NA,91,46,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,1,,,,,10,,,,2087,7.24,82300,114.72,830,1158,62
2023,549300MGPZBLQDIL7538,99999,IL,17187,17187870500,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,2,1,1,2,2,2,115000.0,101.833,7.375,0.871,2,5634.7,NA,2285.62,,,360,NA,NA,2,2,2,2,115000,1,1,3,5,1,NA,67,39,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,1,,,,,10,,,,4810,33.35,82300,82.98,1153,1955,78
2023,549300MGPZBLQDIL7538,99999,IL,17187,17187870100,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,9,2,1,1,2,2,2,2,15000.0,104.43,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,1,2,75000,1,1,3,5,1,NA,31,45,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,2,6,,,,,10,,,,2087,7.24,82300,114.72,830,1158,62
2023,549300MGPZBLQDIL7538,99999,IL,17187,17187870100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,9,2,1,1,1,2,2,2,75000.0,104.43,5.875,0.222,2,4820.5,NA,1925.0,,138.6,360,NA,NA,2,2,2,2,75000,1,1,3,5,1,NA,31,44,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,1,,,,,10,,,,2087,7.24,82300,114.72,830,1158,62
2023,549300MGPZBLQDIL7538,99999,IL,17187,17187870500,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,2,2,2,2,5000.0,101.833,NA,NA,3,NA,NA,NA,NA,NA,60,NA,NA,2,2,2,2,115000,1,1,3,5,1,NA,73,36,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,6,,,,,10,,,,4810,33.35,82300,82.98,1153,1955,78
2023,2549008LUH7QKMXQ8N53,99999,IL,17187,17187870500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,1,1,2,2,2,65000.0,95.0,NA,NA,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,75000,1,1,3,5,1,NA,94,>60%,2,3,2,,,,,3,,,,,2,2,5,,,,,6,,,,,2,2,2,1,2,2,25-34,35-44,No,No,2,1,2,,,,,1,,,,4810,33.35,82300,82.98,1153,1955,78
2023,X05BVSK68TQ7YTOSNR22,99999,IL,17187,17187870200,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,4,2,2,2,2,95000.0,166.39300,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,95000,1,1,3,5,1,NA,78,>60%,9,8,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,55-64,65-74,No,Yes,1,1,6,,,,,4,,,,2573,6.1,82300,90.46,793,1139,67
2023,B4TYDEB6GKMZO031MB27,99999,IL,17187,17187870500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,1,2,1,2,1,2,25000.0,53.86,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,45000,1,1,3,5,1,NA,51,<20%,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,6,,,,,3,,,,4810,33.35,82300,82.98,1153,1955,78
2023,549300LYRWPSYPK6S325,99999,IL,17187,17187870500,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Male,1,2,2,3,1,1,2,2,2,175000.0,100.0,5.5,-1.09,2,8393.09,NA,6600.59,5605.59,,360,NA,NA,2,2,2,2,175000,1,1,3,5,1,NA,113,42,1,10,1,11,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,2,1,1,,,,,10,,,,4810,33.35,82300,82.98,1153,1955,78
2023,6BYL5QZYBDK8S7L73M02,99999,IL,17187,17187870400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,32,1,2,2,1,75000.0,037.500,NA,NA,3,NA,NA,NA,NA,NA,00360,NA,NA,2,2,2,2,205000,1,3,3,5,1,NA,0000103,48,1,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,1,,,,,3,5,,,4804,26.35,82300,95.37,1344,1724,62
2023,X05BVSK68TQ7YTOSNR22,99999,IL,17187,17187870100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,4,1,2,2,2,35000.0,116.66700,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,35000,1,1,3,5,1,NA,15,50%-60%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,6,,,,,4,,,,2087,7.24,82300,114.72,830,1158,62
2023,X05BVSK68TQ7YTOSNR22,99999,IL,17187,17187870300,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,31,2,2,2,2,55000.0,126.92900,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,65000,1,1,3,5,1,NA,112,36,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,6,,,,,4,,,,2561,6.36,82300,124.96,1000,1228,63
2023,7H6GLXDRUGQFU57RNE97,99999,IL,17187,17187870200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,2,1,1,1,2,2,2,65000.0,27,6.875,0.00319,2,660.80,NA,610.80,610.80,,360,NA,NA,2,2,2,2,235000,1,1,3,5,1,NA,160,<20%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,1,2,5,,,10,,,,2573,6.1,82300,90.46,793,1139,67
2023,549300SNZET0P5BZ3J56,99999,IL,17187,17187870300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,1,2,2,2,15000.0,38,NA,NA,3,NA,NA,NA,NA,NA,120,NA,60,2,2,2,2,55000,1,1,3,5,1,NA,85,30%-<36%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,3,,,,2561,6.36,82300,124.96,1000,1228,63
2023,549300SNZET0P5BZ3J56,99999,IL,17187,17187870200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,1,2,2,2,45000.0,80,5.375,0.352,2,2545.63,NA,695.00,,443.00,360,NA,120,2,2,2,2,55000,1,1,3,5,1,NA,100,<20%,9,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,1,2,2,<25,45-54,No,No,1,1,6,,,,,10,,,,2573,6.1,82300,90.46,793,1139,67
2023,549300SNZET0P5BZ3J56,99999,IL,17187,17187870200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,31,1,2,2,2,65000.0,51.44,5.875,0.248,2,2301.34,NA,695.00,,40.80,360,NA,120,2,2,2,2,125000,1,1,3,5,1,NA,41,39,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,10,,,,2573,6.1,82300,90.46,793,1139,67
2023,549300SNZET0P5BZ3J56,99999,IL,17187,17187870300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,1,2,1,2,25000.0,44,NA,NA,3,NA,NA,NA,NA,NA,120,NA,1,2,1,1,2,55000,1,1,3,5,1,NA,85,20%-<30%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,3,,,,2561,6.36,82300,124.96,1000,1228,63
2023,549300SNZET0P5BZ3J56,99999,IL,17187,17187870400,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,2,2,1,2,85000.0,81.48,8.250,0.310,2,NA,NA,NA,NA,NA,120,NA,1,2,1,1,2,295000,1,1,3,5,1,NA,77,47,2,9,2,,,,,3,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,45-54,No,No,1,1,6,,,,,10,,,,4804,26.35,82300,95.37,1344,1724,62
2023,549300SNZET0P5BZ3J56,99999,IL,17187,17187870300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,1,2,1,2,25000.0,50,NA,NA,3,NA,NA,NA,NA,NA,120,NA,1,2,1,1,2,55000,1,1,3,5,1,NA,93,20%-<30%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,3,,,,2561,6.36,82300,124.96,1000,1228,63
2023,549300SNZET0P5BZ3J56,99999,IL,17187,17187870200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,1,2,2,2,125000.0,80,7.125,0.605,2,1919.94,NA,695.00,,10.30,360,NA,NA,2,2,2,2,155000,1,1,3,5,1,NA,43,20%-<30%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,2,,,,,10,,,,2573,6.1,82300,90.46,793,1139,67
2023,549300SNZET0P5BZ3J56,99999,IL,17187,17187870200,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,0,2,1,31,2,2,1,2,15000.0,65.3,8.750,0.710,2,NA,NA,NA,NA,NA,120,NA,1,2,1,1,2,55000,1,1,3,5,1,NA,16,43,3,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,2573,6.1,82300,90.46,793,1139,67
2023,549300SNZET0P5BZ3J56,99999,IL,17187,17187870200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,1,2,1,2,25000.0,77.14,NA,NA,3,NA,NA,NA,NA,NA,120,NA,1,2,1,1,2,25000,1,1,3,5,1,NA,42,<20%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,3,,,,2573,6.1,82300,90.46,793,1139,67
2023,2WHM8VNJH63UN14OL754,99999,IL,17187,17187870300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,2,1,2,1,2,125000.0,60,8.550,0.700,2,NA,NA,NA,NA,NA,360,NA,1,2,1,2,2,205000,1,1,3,5,1,NA,41,47,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,Yes,NA,1,1,7,,,,,10,,,,2561,6.36,82300,124.96,1000,1228,63
2023,X05BVSK68TQ7YTOSNR22,99999,IL,17187,17187870100,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,4,2,2,2,2,35000.0,66.96700,9.090,2.020,2,0.00,NA,0.00,,,120,NA,NA,2,2,2,2,65000,1,1,3,5,1,NA,41,42,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,1,1,6,,,,,10,,,,2087,7.24,82300,114.72,830,1158,62
2023,X05BVSK68TQ7YTOSNR22,99999,IL,17187,17187870100,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,2,2,2,2,2,35000.0,70.91800,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,185000,1,1,3,5,1,NA,85,50%-60%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,9,,,,2087,7.24,82300,114.72,830,1158,62
2023,549300JGK6WNKYXQ0821,99999,IL,17187,17187870300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,32,1,2,2,2,95000.0,54.545,NA,NA,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,165000,1,1,3,5,1,NA,104,<20%,1,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,55-64,Yes,No,1,1,1,,,,,3,,,,2561,6.36,82300,124.96,1000,1228,63
2023,213800QUAI2VH5YM6310,99999,IL,17187,17187870400,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,1,2,2,2,32,1,2,2,2,185000.0,80.0,6.25,0.618,2,10100.61,NA,4559.94,3064.94,,360,NA,NA,2,2,2,2,235000,1,1,3,5,1,NA,106,47,3,9,3,,,,,3,,,,,3,3,6,,,,,6,,,,,3,3,1,2,3,3,65-74,65-74,Yes,Yes,1,1,3,,,,,10,,,,4804,26.35,82300,95.37,1344,1724,62
2023,2549007AU24FVDMNUB40,99999,IL,17187,17187870500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,32,1,2,2,2,55000.0,58.14000,NA,NA,3,NA,NA,NA,NA,NA,144,NA,NA,2,2,2,2,85000,1,1,3,5,1,NA,17,>60%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,Yes,NA,1,1,6,,,,,3,,,,4810,33.35,82300,82.98,1153,1955,78
2023,549300W4FT4H1UWPGU95,99999,IL,17187,17187870500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,6,2,1,1,1,2,2,2,45000.0,97.00000,6.875,0.554,2,1673.50,NA,600.00,,622.90,360,NA,NA,2,2,2,2,45000,1,1,3,5,1,NA,41,20%-<30%,1,10,1,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,1,5,1,4,<25,9999,No,NA,1,1,1,,,,,10,,,,4810,33.35,82300,82.98,1153,1955,78
2023,C398JSK21YCXWM603F55,99999,IL,17187,17187870500,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,2,3,1,1,2,2,2,115000.0,100.0,7.25,0.376,2,3644.68,NA,3094.68,1984.68,,360,NA,NA,2,2,2,2,115000,1,1,3,5,1,NA,59,30%-<36%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,2,,,,,10,,,,4810,33.35,82300,82.98,1153,1955,78
2023,549300KJ8PAJ7E52HG32,99999,IL,17187,17187870200,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,2,1,1,2,2,2,185000.0,96.5,6.625,1.704,2,6448.23,NA,1862.45,,158.75,360,NA,NA,2,2,2,2,195000,1,1,3,5,1,NA,82,48,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,2,1,3,,,,,10,,,,2573,6.1,82300,90.46,793,1139,67
2023,549300KJ8PAJ7E52HG32,99999,IL,17187,17187870400,C,FSA/RHS:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,4,1,1,2,2,2,85000.0,98.739,7.125,0.29,2,3382.63,NA,1095.0,,29.88,360,NA,NA,2,2,2,2,85000,1,1,3,5,1,NA,71,20%-<30%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,2,1,4,,,,,10,,,,4804,26.35,82300,95.37,1344,1724,62
2023,549300RN01LBYR8ZVX74,99999,IL,17187,17187870200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,1,1,2,2,2,75000.0,75.23800,5.875,-0.284,2,2941.47,NA,1522.47,152.47,,360,NA,NA,2,2,2,2,105000,1,1,3,5,1,NA,45,37,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,1,,,,,10,,,,2573,6.1,82300,90.46,793,1139,67
2023,549300RN01LBYR8ZVX74,99999,IL,17187,17187870500,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,71,2,2,1,1,2,2,2,75000.0,96.50000,6.750,1.274,2,6337.01,NA,3591.79,2221.79,,360,NA,NA,2,2,2,2,75000,1,1,3,5,1,NA,36,45,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,<25,9999,No,NA,1,1,1,,,,,10,,,,4810,33.35,82300,82.98,1153,1955,78
2023,549300RN01LBYR8ZVX74,99999,IL,17187,17187870500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,1,1,1,2,2,2,55000.0,103.25600,6.500,0.258,2,2310.05,NA,929.05,,65.00,360,NA,NA,2,2,2,2,55000,1,1,3,5,1,NA,40,<20%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,<25,9999,No,NA,1,1,2,,,,,10,,,,4810,33.35,82300,82.98,1153,1955,78
2023,549300RN01LBYR8ZVX74,99999,IL,17187,17187870500,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,1,1,2,2,2,2,5000.0,103.25600,0.000,-6.000,2,0.00,NA,0.00,,,60,NA,NA,2,2,2,2,55000,1,1,3,5,1,NA,40,<20%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,<25,9999,No,NA,1,1,6,,,,,10,,,,4810,33.35,82300,82.98,1153,1955,78
2023,549300ALNLUNS3Y53T24,99999,IL,17187,17187870300,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Joint,White,Joint,3,0,2,2,32,1,2,2,2,95000.0,75.00000,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,125000,1,1,3,5,1,NA,21,>60%,2,9,1,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,25-34,No,No,1,1,6,,,,,1,,,,2561,6.36,82300,124.96,1000,1228,63
2023,5493007DIB8YPDM6NR52,99999,IL,17187,17187870500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,145000.0,85.0,13.23,6.402,3,NA,NA,NA,NA,NA,360,NA,60,2,2,2,2,165000,1,1,3,5,1,NA,191,30%-<36%,8,8,12,,,,,11,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,45-54,45-54,No,No,1,1,6,,,,,10,,,,4810,33.35,82300,82.98,1153,1955,78
2023,549300D214S3L7KZ0515,99999,IL,17187,17187870500,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,2,1,1,2,2,2,155000.0,96.49,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,155000,1,1,3,5,1,NA,65,50%-60%,2,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,2,2,2,25-34,55-64,No,No,2,1,3,,,,,1,2,5,,4810,33.35,82300,82.98,1153,1955,78
2023,5493001XKL0FTNOJ0866,99999,IL,17187,17187870200,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,72,2,2,32,1,2,2,2,105000.0,80.0,5.75,0.173,2,8035.64,NA,4330.71,2685.71,,360,NA,NA,2,2,2,2,135000,1,1,3,5,1,NA,51,50%-60%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,1,,,,,10,,,,2573,6.1,82300,90.46,793,1139,67
2023,549300HW662MN1WU8550,99999,IL,17187,17187870300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,2,1,1,1,2,2,2,95000.0,97,6.250,0.120,2,4089.95,NA,2456.5,,51.8,360,NA,NA,2,2,2,2,95000,1,1,3,5,1,NA,41,20%-<30%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,2,2,1,2,,,,10,,,,2561,6.36,82300,124.96,1000,1228,63
2023,549300HW662MN1WU8550,99999,IL,17187,17187870100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,2,1,1,1,2,2,2,135000.0,97,6.499,0.804,2,4614.51,NA,3204.96,1714.96,,360,NA,NA,2,2,2,2,135000,1,1,3,5,1,NA,90,20%-<30%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,2,2,1,2,,,,10,,,,2087,7.24,82300,114.72,830,1158,62
2023,549300YIQ7S7Z8PIHE53,99999,IL,17187,17187870400,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,2,2,2,1,1,2,2,2,125000.0,95.30100,5.750,0.956,2,6775.36,NA,2808.85,2413.85,,360,NA,NA,2,2,2,2,135000,1,1,3,5,1,NA,68,49,1,1,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,45-54,45-54,No,No,1,1,3,,,,,10,,,,4804,26.35,82300,95.37,1344,1724,62
