activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2023,5493000YNV8IX4VD3X12,99999,IL,17187,17187870200,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Female,3,0,2,1,1,1,2,2,2,105000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,105000,2,1,1,1,1,NA,35,50%-60%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,Yes,NA,1,1,6,,,,,3,,,,2573,6.1,82300,90.46,793,1139,67
2023,549300UG7QXKM7KGV847,99999,IL,17187,17187870200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,72,2,1,31,1,2,2,2,135000.0,51.301,7.375,0.54,2,8629.95,NA,6384.0,4485.0,,360,NA,NA,2,2,2,2,265000,1,1,3,5,1,NA,56,30%-<36%,1,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,55-64,9999,No,NA,1,1,1,1,1,2,2,10,,,,2573,6.1,82300,90.46,793,1139,67
2023,549300YIQ7S7Z8PIHE53,99999,IL,17187,17187870400,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,3,0,2,2,32,1,2,2,2,75000.0,76.31200,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,105000,1,1,3,5,1,NA,36,NA,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,9,,,,4804,26.35,82300,95.37,1344,1724,62
2023,549300YIQ7S7Z8PIHE53,99999,IL,17187,17187870500,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,2,32,1,2,2,2,65000.0,68.96300,NA,NA,3,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,95000,1,1,3,5,1,NA,17,38,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,Yes,NA,1,1,3,,,,,4,,,,4810,33.35,82300,82.98,1153,1955,78
2023,549300YIQ7S7Z8PIHE53,99999,IL,17187,17187870500,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,2,1,1,2,2,2,75000.0,98.18600,NA,NA,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,75000,1,1,3,5,1,NA,50,50%-60%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,Yes,NA,1,1,3,,,,,9,6,,,4810,33.35,82300,82.98,1153,1955,78
2023,549300YIQ7S7Z8PIHE53,99999,IL,17187,17187870400,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,2,1,1,2,2,2,85000.0,97.56100,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,85000,1,1,3,5,1,NA,50,49,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,Yes,NA,1,1,3,,,,,6,,,,4804,26.35,82300,95.37,1344,1724,62
2023,E57ODZWZ7FF32TWEFA76,99999,IL,17187,17187870100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,1,2,2,2,75000.0,89.99,6.375,-1.167,3,3041.31,NA,1285.16,,,360,NA,NA,2,2,2,2,85000,1,2,3,5,1,NA,830,20%-<30%,2,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,45-54,45-54,No,No,1,1,6,,,,,10,,,,2087,7.24,82300,114.72,830,1158,62
2023,549300PIL8LFAQ04XC20,99999,IL,17187,17187870400,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,4,2,2,2,2,145000.0,79.256,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,67,48,2,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,6,,,,,1,,,,4804,26.35,82300,95.37,1344,1724,62
2023,2549004SC7QSM97SYR40,99999,IL,17187,17187870300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,9,2,1,4,1,1111,1111,1111,85000.0,Exempt,Exempt,Exempt,2,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,124,Exempt,1111,1111,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1111,1111,1111,,,,,1111,,,,2561,6.36,82300,124.96,1000,1228,63
2023,254900YK0G0T2WULHK84,99999,IL,17187,17187870400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,1,1,1111,1111,1111,135000.0,Exempt,Exempt,Exempt,3,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,65,Exempt,1111,1111,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,45-54,45-54,No,No,1111,1111,1111,,,,,1111,,,,4804,26.35,82300,95.37,1344,1724,62
2023,254900YK0G0T2WULHK84,99999,IL,17187,17187870500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,9,2,1,1,1,1111,1111,1111,105000.0,Exempt,Exempt,Exempt,2,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,133,Exempt,1111,1111,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1111,1111,1111,,,,,1111,,,,4810,33.35,82300,82.98,1153,1955,78
2023,254900YK0G0T2WULHK84,99999,IL,17187,17187870200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,2,1,1,1,1111,1111,1111,115000.0,Exempt,Exempt,Exempt,2,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,71,Exempt,1111,1111,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,<25,9999,No,NA,1111,1111,1111,,,,,1111,,,,2573,6.1,82300,90.46,793,1139,67
2023,254900YK0G0T2WULHK84,99999,IL,17187,17187870100,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,0,2,1,32,2,1111,1111,1111,25000.0,Exempt,Exempt,Exempt,2,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,53,Exempt,1111,1111,1,14,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1111,1111,1111,,,,,1111,,,,2087,7.24,82300,114.72,830,1158,62
2023,254900YK0G0T2WULHK84,99999,IL,17187,17187870400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,9,2,1,1,1,1111,1111,1111,105000.0,Exempt,Exempt,Exempt,2,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,42,Exempt,1111,1111,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,1111,1111,1111,,,,,1111,,,,4804,26.35,82300,95.37,1344,1724,62
2023,254900YK0G0T2WULHK84,99999,IL,17187,17187870300,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,2,1111,1111,1111,95000.0,Exempt,Exempt,Exempt,2,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,88,Exempt,1111,1111,2,,,,,2,,,,,1,1,5,,,,,5,,,,,1,1,1,2,1,1,35-44,35-44,No,No,1111,1111,1111,,,,,1111,,,,2561,6.36,82300,124.96,1000,1228,63
2023,254900YK0G0T2WULHK84,99999,IL,17187,17187870500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,2,1,1,1,1111,1111,1111,45000.0,Exempt,Exempt,Exempt,2,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,25,Exempt,1111,1111,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1111,1111,1111,,,,,1111,,,,4810,33.35,82300,82.98,1153,1955,78
2023,254900YK0G0T2WULHK84,99999,IL,17187,17187870500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,2,1,1,1,1111,1111,1111,65000.0,Exempt,Exempt,Exempt,2,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,27,Exempt,1111,1111,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,>74,9999,Yes,NA,1111,1111,1111,,,,,1111,,,,4810,33.35,82300,82.98,1153,1955,78
2023,254900YK0G0T2WULHK84,99999,IL,17187,17187870300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,1,1111,1111,1111,105000.0,Exempt,Exempt,Exempt,2,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,51,Exempt,1111,1111,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1111,1111,1111,,,,,1111,,,,2561,6.36,82300,124.96,1000,1228,63
2023,254900YK0G0T2WULHK84,99999,IL,17187,17187870500,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,32,2,1111,1111,1111,15000.0,Exempt,Exempt,Exempt,3,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,0,Exempt,1111,1111,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,Yes,NA,1111,1111,1111,,,,,1111,,,,4810,33.35,82300,82.98,1153,1955,78
2023,254900YK0G0T2WULHK84,99999,IL,17187,17187870200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,1,1,1111,1111,1111,35000.0,Exempt,Exempt,Exempt,3,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,40,Exempt,1111,1111,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1111,1111,1111,,,,,1111,,,,2573,6.1,82300,90.46,793,1139,67
2023,254900YK0G0T2WULHK84,99999,IL,17187,17187870300,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,31,2,1111,1111,1111,55000.0,Exempt,Exempt,Exempt,2,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,126,Exempt,1111,1111,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1111,1111,1111,,,,,1111,,,,2561,6.36,82300,124.96,1000,1228,63
2023,254900YK0G0T2WULHK84,99999,IL,17187,17187870100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,9,2,1,31,1,1111,1111,1111,65000.0,Exempt,Exempt,Exempt,2,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,25,Exempt,1111,1111,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,<25,9999,No,NA,1111,1111,1111,,,,,1111,,,,2087,7.24,82300,114.72,830,1158,62
2023,254900YK0G0T2WULHK84,99999,IL,17187,17187870400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,32,1,1111,1111,1111,15000.0,Exempt,Exempt,Exempt,2,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,23,Exempt,1111,1111,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,2,5,1,4,65-74,9999,Yes,NA,1111,1111,1111,,,,,1111,,,,4804,26.35,82300,95.37,1344,1724,62
2023,254900YK0G0T2WULHK84,99999,IL,17187,17187870400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,9,2,1,1,1,1111,1111,1111,55000.0,Exempt,Exempt,Exempt,2,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,56,Exempt,1111,1111,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,2,5,1,4,55-64,9999,No,NA,1111,1111,1111,,,,,1111,,,,4804,26.35,82300,95.37,1344,1724,62
2023,254900YK0G0T2WULHK84,99999,IL,17187,17187870300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,9,2,1,1,1,1111,1111,1111,85000.0,Exempt,Exempt,Exempt,2,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,107,Exempt,1111,1111,2,,,,,2,,,,,1,1,5,,,,,5,,,,,1,1,2,1,1,1,25-34,25-34,No,No,1111,1111,1111,,,,,1111,,,,2561,6.36,82300,124.96,1000,1228,63
2023,254900YK0G0T2WULHK84,99999,IL,17187,17187870400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,32,1,1111,1111,1111,35000.0,Exempt,Exempt,Exempt,2,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,48,Exempt,1111,1111,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,65-74,65-74,Yes,Yes,1111,1111,1111,,,,,1111,,,,4804,26.35,82300,95.37,1344,1724,62
2023,254900YK0G0T2WULHK84,99999,IL,17187,17187870400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,32,1,1111,1111,1111,15000.0,Exempt,Exempt,Exempt,2,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,23,Exempt,1111,1111,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,2,5,1,4,65-74,9999,Yes,NA,1111,1111,1111,,,,,1111,,,,4804,26.35,82300,95.37,1344,1724,62
2023,254900YK0G0T2WULHK84,99999,IL,17187,17187870500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,2,1,32,1,1111,1111,1111,55000.0,Exempt,Exempt,Exempt,2,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,22,Exempt,1111,1111,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,2,5,1,4,>74,9999,Yes,NA,1111,1111,1111,,,,,1111,,,,4810,33.35,82300,82.98,1153,1955,78
2023,254900YK0G0T2WULHK84,99999,IL,17187,17187870300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,32,1,1111,1111,1111,45000.0,Exempt,Exempt,Exempt,2,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,57,Exempt,1111,1111,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,2,5,1,4,55-64,9999,No,NA,1111,1111,1111,,,,,1111,,,,2561,6.36,82300,124.96,1000,1228,63
2023,254900YK0G0T2WULHK84,99999,IL,17187,17187870500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,9,2,1,1,1,1111,1111,1111,85000.0,Exempt,Exempt,Exempt,2,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,51,Exempt,1111,1111,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1111,1111,1111,,,,,1111,,,,4810,33.35,82300,82.98,1153,1955,78
2023,254900YK0G0T2WULHK84,99999,IL,17187,17187870400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,9,2,1,1,1,1111,1111,1111,135000.0,Exempt,Exempt,Exempt,2,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,84,Exempt,1111,1111,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,25-34,25-34,No,No,1111,1111,1111,,,,,1111,,,,4804,26.35,82300,95.37,1344,1724,62
2023,254900YK0G0T2WULHK84,99999,IL,17187,17187870400,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,32,2,1111,1111,1111,105000.0,Exempt,Exempt,Exempt,2,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,238,Exempt,1111,1111,2,,,,,2,,,,,1,1,5,,,,,5,,,,,1,1,1,2,1,1,35-44,25-34,No,No,1111,1111,1111,,,,,1111,,,,4804,26.35,82300,95.37,1344,1724,62
2023,254900YK0G0T2WULHK84,99999,IL,17187,17187870500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,9,2,1,1,1,1111,1111,1111,75000.0,Exempt,Exempt,Exempt,2,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,43,Exempt,1111,1111,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,2,5,1,4,25-34,9999,No,NA,1111,1111,1111,,,,,1111,,,,4810,33.35,82300,82.98,1153,1955,78
2023,254900YK0G0T2WULHK84,99999,IL,17187,17187870200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,1,1111,1111,1111,45000.0,Exempt,Exempt,Exempt,3,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,3,1111,1111,1,Exempt,33,Exempt,1111,1111,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,1,5,1,4,65-74,9999,Yes,NA,1111,1111,1111,,,,,1111,,,,2573,6.1,82300,90.46,793,1139,67
2023,254900YK0G0T2WULHK84,99999,IL,17187,17187870400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,1,1111,1111,1111,35000.0,Exempt,Exempt,Exempt,3,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,3,1111,1111,1,Exempt,134,Exempt,1111,1111,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,1,5,1,4,35-44,9999,No,NA,1111,1111,1111,,,,,1111,,,,4804,26.35,82300,95.37,1344,1724,62
2023,254900YK0G0T2WULHK84,99999,IL,17187,17187870500,NA,Conventional:First Lien,Multifamily:Site-Built,Not Hispanic or Latino,Asian,Joint,1,0,2,1,32,1,1111,1111,1111,275000.0,Exempt,Exempt,Exempt,3,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,3,1111,1111,5-24,Exempt,137,Exempt,1111,1111,2,,,,,2,,,,,1,1,2,,,,,2,,,,,1,1,1,2,1,1,35-44,35-44,No,No,1111,1111,1111,,,,,1111,,,,4810,33.35,82300,82.98,1153,1955,78
2023,254900YK0G0T2WULHK84,99999,IL,17187,17187870500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,1,1111,1111,1111,55000.0,Exempt,Exempt,Exempt,3,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,3,1111,1111,1,Exempt,24,Exempt,1111,1111,2,,,,,2,,,,,1,1,5,,,,,5,,,,,1,1,1,2,1,1,55-64,55-64,No,No,1111,1111,1111,,,,,1111,,,,4810,33.35,82300,82.98,1153,1955,78
2023,254900YK0G0T2WULHK84,99999,IL,17187,17187870400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,32,1,1111,1111,1111,125000.0,Exempt,Exempt,Exempt,3,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,3,1111,1111,1,Exempt,NA,Exempt,1111,1111,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,4,5,3,4,8888,9999,NA,NA,1111,1111,1111,,,,,1111,,,,4804,26.35,82300,95.37,1344,1724,62
2023,254900YK0G0T2WULHK84,99999,IL,17187,17187870500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,1,1111,1111,1111,55000.0,Exempt,Exempt,Exempt,3,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,3,1111,1111,1,Exempt,NA,Exempt,1111,1111,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,4,5,3,4,8888,9999,NA,NA,1111,1111,1111,,,,,1111,,,,4810,33.35,82300,82.98,1153,1955,78
2023,254900YK0G0T2WULHK84,99999,IL,17187,17187870400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,1,1111,1111,1111,55000.0,Exempt,Exempt,Exempt,3,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,3,1111,1111,1,Exempt,134,Exempt,1111,1111,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,1,5,1,4,45-54,9999,No,NA,1111,1111,1111,,,,,1111,,,,4804,26.35,82300,95.37,1344,1724,62
2023,254900YK0G0T2WULHK84,99999,IL,17187,17187870500,NA,Conventional:First Lien,Multifamily:Site-Built,Not Hispanic or Latino,Asian,Male,1,0,2,1,1,1,1111,1111,1111,135000.0,Exempt,Exempt,Exempt,3,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,3,1111,1111,5-24,Exempt,40,Exempt,1111,1111,2,,,,,2,,,,,1,1,2,,,,,2,,,,,1,1,1,1,1,1,45-54,45-54,No,No,1111,1111,1111,,,,,1111,,,,4810,33.35,82300,82.98,1153,1955,78
2023,254900YK0G0T2WULHK84,99999,IL,17187,17187870100,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,1111,1111,1111,45000.0,Exempt,Exempt,Exempt,2,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,67,Exempt,1111,1111,2,,,,,2,,,,,1,1,5,,,,,5,,,,,1,1,2,1,1,1,25-34,35-44,No,No,1111,1111,1111,,,,,1111,,,,2087,7.24,82300,114.72,830,1158,62
2023,KB1H1DSPRFMYMCUFXT09,99999,IL,17187,17187870300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,4,1,2,2,2,185000.0,NA,4.1250,NA,3,NA,NA,NA,NA,NA,223,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,144,20%-<30%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,2561,6.36,82300,124.96,1000,1228,63
2023,549300VORTI31GZTJL53,99999,IL,17187,17187870500,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,2,1,2,1,1,2,2,2,115000.0,96.5,8.25,2.067,2,7185.8,NA,3720.0,2229.18,35.6,360,NA,NA,2,2,2,2,125000,1,1,3,5,1,NA,73,20%-<30%,1,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,1,2,,,,10,,,,4810,33.35,82300,82.98,1153,1955,78
